name,region,lat,lon,contentid,image_url,tags,checkin_time,checkout_time,room_count,parking,facilities,detailed_keywords,keywords
솜누스,경상남도,35.1909151926,128.0873979517,1746376,,"관광,숙박",,,,,,[],
송계헌,경상북도,36.5430149752,128.5566859586,2706613,,"관광,숙박",,,,,,[],
송라오스,경상북도,36.2527550635,129.369305841,3044612,,"관광,숙박",,,,,,[],
송림펜션,강원특별자치도,37.5512658484,128.5571367696,2760309,,"관광,숙박",,,,,,[],
송월파크,강원특별자치도,38.168393535,128.5182324854,1135110,,"관광,숙박",,,,,,[],
송이도생태체험장(펜션)(송이도친환경가족펜션),전라남도,35.2764029976,126.1503058297,2569162,,"관광,숙박",,,,,,[],
송이모텔,강원특별자치도,38.1169267103,128.6309682982,621231,,"관광,숙박",,,,,,[],
송정고택,경상북도,36.4359304808,129.0262446486,1992543,,"관광,숙박",,,,,,[],
쇼모텔,경상북도,36.561687807,128.7027474443,3049824,,"관광,숙박",,,,,,[],
수곡고택,경상북도,36.5741025235,128.5263155432,2569165,,"관광,숙박",,,,,,[],
수다락펜션,경기도,37.5870906038,127.5817488984,2503316,,"관광,숙박",,,,,,[],
수림펜션,경기도,37.9366512016,127.3475044692,138040,,"관광,숙박",,,,,,[],
수미르펜션,경상남도,34.7092282659,128.5981271747,137943,,"관광,숙박",,,,,,[],
수산궁모텔,경상북도,36.5652598474,128.7147573857,3049883,,"관광,숙박",,,,,,[],
수산모텔,강원특별자치도,38.0792457743,128.6718768743,2543891,,"관광,숙박",,,,,,[],
수안보상록호텔,충청북도,36.8476028878,127.9884862852,142840,,"관광,숙박",,,,,,[],
수안보파크호텔,충청북도,36.8437892949,127.9807981939,142833,,"관광,숙박",,,,,,[],
수정펜션,강원특별자치도,37.6874277363,128.693836981,2801106,,"관광,숙박",,,,,,[],
수진한옥펜션,전라남도,34.7254391241,127.0905362207,2575169,,"관광,숙박",,,,,,[],
수한예,강원특별자치도,37.9050457391,127.7535350412,2913428,,"관광,숙박",,,,,,[],
순천게스트하우스느림,전라남도,34.9465934133,127.4956284317,2398942,,"관광,숙박",,,,,,[],
순천만 해룡성고택,전라남도,34.9199465254,127.5024785074,1872349,,"관광,숙박",,,,,,[],
순천만민속한옥펜션,전라남도,34.891352606,127.507762103,2050523,,"관광,숙박",,,,,,[],
순천만숲,전라남도,34.8972685866,127.5065148402,2814147,,"관광,숙박",,,,,,[],
순천만에코촌 유스호스텔[한국관광 품질인증/Korea Quality],전라남도,34.923146407,127.5164605324,1972438,,"관광,숙박",,,,,,[],
숨 펜션,전북특별자치도,35.5876365045,127.1041521266,2388419,,"관광,숙박",,,,,,[],
숲사이길펜션,강원특별자치도,37.6864342461,128.5932488595,2760023,,"관광,숙박",,,,,,[],
숲속의 궁전,경기도,37.7684935634,127.2258871309,139064,,"관광,숙박",,,,,,[],
숲속의 요정,강원특별자치도,37.6065965847,128.3194259843,398029,,"관광,숙박",,,,,,[],
숲속의 정원,강원특별자치도,38.3065907726,128.4897279899,2913805,,"관광,숙박",,,,,,[],
숲속의강촌,강원특별자치도,37.8031304081,127.6361459651,690998,,"관광,숙박",,,,,,[],
숲속의연인별,강원특별자치도,37.4975552091,128.2556044466,3490410,,"관광,숙박",,,,,,[],
숲속의집,강원특별자치도,37.9320129261,128.6748339538,2913602,,"관광,숙박",,,,,,[],
숲속하얀뜰,강원특별자치도,37.5753952858,128.3535071775,2800886,,"관광,숙박",,,,,,[],
숲속힐링이야기,강원특별자치도,38.1384583326,128.2403836728,624275,,"관광,숙박",,,,,,[],
쉐라톤 그랜드 인천 호텔,인천광역시,37.3902882437,126.6454035333,787644,,"관광,숙박",,,,,,[],
쉐르마모텔,경기도,37.3382322086,126.7481067326,1927125,,"관광,숙박",,,,,,[],
쉬리펜션,전라남도,35.2045689918,127.6014208485,2804416,,"관광,숙박",,,,,,[],
슈바이처도르프호텔,충청남도,36.8275398864,127.1422601301,3090665,,"관광,숙박",,,,,,[],
슈슈게스트하우스,전라남도,34.930822972,127.4961176791,2575718,,"관광,숙박",,,,,,[],
스노우밸리펜션(스노우밸리),전북특별자치도,35.9091364046,127.754613708,2572009,,"관광,숙박",,,,,,[],
스노우힐펜션,강원특별자치도,37.560559208,128.5565476522,2761407,,"관광,숙박",,,,,,[],
스위트룸[한국관광 품질인증/Korea Quality],서울특별시,37.5564961739,126.9279370248,2950475,,"관광,숙박",,,,,,[],
스카이 모텔(울산),울산광역시,35.5384738478,129.3298353584,137890,,"관광,숙박",,,,,,[],
스카이모텔,경상북도,36.5783730667,128.7586003355,3049914,,"관광,숙박",,,,,,[],
스카이모텔(여수),전라남도,34.7398429483,127.7340155761,1144737,,"관광,숙박",,,,,,[],
스카이베이호텔 경포,강원특별자치도,37.8043183671,128.907805764,2903111,,"관광,숙박",,,,,,[],
스카이탑호텔,인천광역시,37.4913683997,126.5008361513,2783477,,"관광,숙박",,,,,,[],
스타리아호스텔,서울특별시,37.5584830965,126.9861038896,2576344,,"관광,숙박",,,,,,[],
스타비아호텔,경기도,37.6403237533,126.6846707604,2870003,,"관광,숙박",,,,,,[],
스타즈 호텔 제주 로베로(구 로베로호텔),제주특별자치도,33.5128872053,126.5220229746,143036,,"관광,숙박",,,,,,[],
스타즈호텔프리미어동탄,경기도,37.204159028,127.0706478355,2708340,,"관광,숙박",,,,,,[],
스타팰리스 펜션,충청남도,36.6115389352,126.2964422962,767174,,"관광,숙박",,,,,,[],
스타호텔,강원특별자치도,37.2274608497,128.8126930211,138984,,"관광,숙박",,,,,,[],
스탕달호텔,대전광역시,36.3568641707,127.3445464739,2931417,,"관광,숙박",,,,,,[],
스탠포드 인 부산,부산광역시,35.0978926823,129.0299597979,2548508,,"관광,숙박",,,,,,[],
스탠포드 호텔&리조트 통영,경상남도,34.8244958866,128.4394129472,2548523,,"관광,숙박",,,,,,[],
스탠포드호텔 서울,서울특별시,37.5824118671,126.8866622788,2548479,,"관광,숙박",,,,,,[],
스테리나잇 제주,제주특별자치도,33.4622061589,126.3122812503,2814168,,"관광,숙박",,,,,,[],
스테이 구도[한국관광 품질인증/Korea Quality],전라남도,34.7919170742,126.3802221726,2950307,,"관광,숙박",,,,,,[],
스테이 데이 오프,서울특별시,37.5773111969,126.9712158243,2707439,,"관광,숙박",,,,,,[],
스테이 앤드 스튜디오 여여재,충청남도,36.6766143894,126.2741703813,2804347,,"관광,숙박",,,,,,[],
스테이 오아스,경상북도,36.7111991439,128.4410553,3316818,,"관광,숙박",,,,,,[],
스테이 인터뷰(강릉),강원특별자치도,37.7080065461,129.0122660114,3022827,,"관광,숙박",,,,,,[],
스테이 지안[한국관광 품질인증/Korea Quality],대구광역시,35.865751265,128.608628298,2865273,,"관광,숙박",,,,,,[],
스테이 패스포트 신당 료칸,서울특별시,37.566616127,127.0218837323,3484585,,"관광,숙박",,,,,,[],
스테이 패스포트 익스프레스 스파 당산점,서울특별시,37.536700699,126.8969987368,3484356,,"관광,숙박",,,,,,[],
스테이가진,강원특별자치도,38.364670444,128.5068940513,2814151,,"관광,숙박",,,,,,[],
스테이다로2[한국관광 품질인증/Korea Quality],강원특별자치도,38.0213729065,128.7214575188,2950353,,"관광,숙박",,,,,,[],
스테이다로[한국관광 품질인증/Korea Quality],강원특별자치도,38.0212673722,128.721921369,2950193,,"관광,숙박",,,,,,[],
스테이리운[한국관광 품질인증/Korea Quality],전북특별자치도,35.4053119073,127.3790241595,2950209,,"관광,숙박",,,,,,[],
스테이소소리,경상북도,35.7691754436,129.3186992384,3082026,,"관광,숙박",,,,,,[],
스테이황룡,전라남도,35.2949723093,126.7701058703,2811451,,"관광,숙박",,,,,,[],
스파뷰호텔,충청남도,36.6888002117,126.6621210974,3446629,,"관광,숙박",,,,,,[],
스페이스 모다[한국관광 품질인증/Korea Quality],서울특별시,37.5867385373,127.0078983246,2950326,,"관광,숙박",,,,,,[],
스페이스앤무드[한국관광 품질인증/Korea Quality],부산광역시,35.1599112511,129.0577306889,2950362,,"관광,숙박",,,,,,[],
스페이스휴,서울특별시,37.5067304392,127.1219318799,3049274,,"관광,숙박",,,,,,[],
스페인마을 라스블랑카스 펜션,경기도,37.6894887457,127.3716178046,3337413,,"관광,숙박",,,,,,[],
스프링힐 리조트,제주특별자치도,33.2509287039,126.4368501597,970675,,"관광,숙박",,,,,,[],
슬로우오션 풀빌라 펜션[한국관광 품질인증/Korea Quality],경상북도,36.2518219017,129.3727388998,2950481,,"관광,숙박",,,,,,[],
시골밥상펜션,강원특별자치도,37.2924481737,128.5407932256,2801354,,"관광,숙박",,,,,,[],
시그니엘 부산,부산광역시,35.1611020536,129.1684043635,2736088,,"관광,숙박",,,,,,[],
시나브로 모텔,강원특별자치도,38.1909867418,128.5899502673,620411,,"관광,숙박",,,,,,[],
시냇물졸졸졸,경기도,37.5147077263,127.603312933,944999,,"관광,숙박",,,,,,[],
시네마모텔,경기도,37.3912287001,126.7403948531,1746160,,"관광,숙박",,,,,,[],
시마모텔,경기도,37.9061021959,127.0547265704,1831205,,"관광,숙박",,,,,,[],
시실리펜션(펜션시실리),강원특별자치도,37.6927544727,127.7927266563,2576353,,"관광,숙박",,,,,,[],
시우와당,경상북도,35.8349771259,129.2125538812,2575745,,"관광,숙박",,,,,,[],
시운재,경상남도,35.5320564178,128.9530767833,2752335,,"관광,숙박",,,,,,[],
시원,전북특별자치도,35.8126090282,127.1538140898,1972487,,"관광,숙박",,,,,,[],
시은재,서울특별시,37.5737035704,126.9872477984,2465890,,"관광,숙박",,,,,,[],
시크릿가든,경기도,37.9258104519,127.1768342742,946271,,"관광,숙박",,,,,,[],
시휴별당[한국관광 품질인증/Korea Quality],경상북도,35.8343576587,129.2076348857,2950478,,"관광,숙박",,,,,,[],
신나개 애견펜션,강원특별자치도,37.3818736659,129.2432470395,2913773,,"관광,숙박",,,,,,[],
신두리파크펜션,충청남도,36.8381442608,126.1871184639,908574,,"관광,숙박",,,,,,[],
신라부티크호텔 프리미엄,경상북도,35.8414150801,129.2015352189,1873982,,"관광,숙박",,,,,,[],
신라불교초전지,경상북도,36.2909540143,128.3633602966,2679990,,"관광,숙박",,,,,,[],
신라스테이 동탄,경기도,37.2025509274,127.0732393122,2716763,,"관광,숙박",,,,,,[],
신라스테이 서부산,부산광역시,35.0967044145,128.9052901222,2714406,,"관광,숙박",,,,,,[],
신라스테이 울산,울산광역시,35.5374267303,129.3291410041,2570801,,"관광,숙박",,,,,,[],
신라스테이 제주,제주특별자치도,33.4855175198,126.4910512883,2716736,,"관광,숙박",,,,,,[],
신라스테이 천안,충청남도,36.825828989,127.1432323117,2717354,,"관광,숙박",,,,,,[],
신리마을회(너와마을),강원특별자치도,37.1837386673,129.1300215382,2569169,,"관광,숙박",,,,,,[],
신림빌(SS-Seoulstay),서울특별시,37.4867013525,126.9194119907,2569183,,"관광,숙박",,,,,,[],
신세계호텔,제주특별자치도,33.2447147065,126.5623172,137348,,"관광,숙박",,,,,,[],
신신호텔 제주오션,제주특별자치도,33.2459867883,126.5623477245,1846473,,"관광,숙박",,,,,,[],
신영펜션,강원특별자치도,37.6277235774,127.667159406,139183,,"관광,숙박",,,,,,[],
신촌 시스터즈,서울특별시,37.5539549409,126.9356725027,2708666,,"관광,숙박",,,,,,[],
실크로드관광호텔,경기도,37.2671509869,127.0286304415,2445211,,"관광,숙박",,,,,,[],
싼타모관광호텔,광주광역시,35.1626629364,126.8096473451,143167,,"관광,숙박",,,,,,[],
쌍둥이네흙집펜션,전라남도,34.6342299295,127.7434257645,1937451,,"관광,숙박",,,,,,[],
써미트 호텔 서울,서울특별시,37.5623052464,127.0068407802,2011019,,"관광,숙박",,,,,,[],
썬라이즈펜션,충청남도,36.897798785,126.2051791366,908509,,"관광,숙박",,,,,,[],
썬랜드 호텔,제주특별자치도,33.4839982207,126.4895708953,136453,,"관광,숙박",,,,,,[],
썬밸리호텔,경기도,37.2931233209,127.6610279967,1991188,,"관광,숙박",,,,,,[],
썬클라우드호텔,부산광역시,35.1604686777,129.1622688032,3076745,,"관광,숙박",,,,,,[],
쏠리오,강원특별자치도,37.8443099887,127.5421560883,2913431,,"관광,숙박",,,,,,[],
쏠비치 호텔&리조트 양양,강원특별자치도,38.0870503017,128.6656244202,590440,,"관광,숙박",,,,,,[],
씨마크호텔,강원특별자치도,37.7972554378,128.9151025474,2479573,,"관광,숙박",,,,,,[],
씨에나펜션,제주특별자치도,33.2421399797,126.3857325676,973990,,"관광,숙박",,,,,,[],
씨에스 호텔&리조트,제주특별자치도,33.242918208,126.4198240376,142948,,"관광,숙박",,,,,,[],
씨엔블루 펜션,충청남도,36.9564573469,126.290278182,914593,,"관광,숙박",,,,,,[],
씨엘모텔(CL모텔),서울특별시,37.5283923241,126.8405846688,136578,,"관광,숙박",,,,,,[],
씨원리조트 자은도,전라남도,34.8502605348,126.0407758115,3403879,,"관광,숙박",,,,,,[],
씨월드관광호텔,인천광역시,37.464310909,126.3690322729,987145,,"관광,숙박",,,,,,[],
씨젠콘도텔,강원특별자치도,38.1165295211,128.6302933717,139819,,"관광,숙박",,,,,,[],
아난티 남해,경상남도,34.7774074746,127.8529458871,232298,,"관광,숙박",,,,,,[],
아난티 앳 부산 코브,부산광역시,35.1979934802,129.2283259162,2503780,,"관광,숙박",,,,,,[],
아난티펜트하우스서울,경기도,37.6265675506,127.4835511147,2765676,,"관광,숙박",,,,,,[],
아늑에어 호텔 가평점,경기도,37.8187844092,127.3493438559,3484312,,"관광,숙박",,,,,,[],
아늑에어 호텔 개봉점,서울특별시,37.4946409761,126.8565924905,3484551,,"관광,숙박",,,,,,[],
아늑호텔 앤 스파 종로운니점,서울특별시,37.5765699508,126.9898474804,3484425,,"관광,숙박",,,,,,[],
아늑호텔 앤 스파 평택점,경기도,37.0833199983,127.0581689947,3484193,,"관광,숙박",,,,,,[],
아늑호텔 영등포점,서울특별시,37.5190251431,126.9064205977,3484512,,"관광,숙박",,,,,,[],
아담하우스,강원특별자치도,38.1179876751,128.6297905947,2913476,,"관광,숙박",,,,,,[],
아담한옥,서울특별시,37.5803885888,126.9696769883,3072227,,"관광,숙박",,,,,,[],
아덴힐리조트&골프,제주특별자치도,33.348127981,126.3672651377,3084988,,"관광,숙박",,,,,,[],
아드리아모텔,충청남도,36.1721266578,126.5266302298,137506,,"관광,숙박",,,,,,[],
아라누리펜션,경상북도,36.8471941274,129.4289384728,2017499,,"관광,숙박",,,,,,[],
아레나 펜션,강원특별자치도,37.6895592578,127.7313462106,678688,,"관광,숙박",,,,,,[],
아름다운 산골,경상남도,35.2702868955,127.6193620098,2785825,,"관광,숙박",,,,,,[],
아름다운 황토집,서울특별시,37.6257102593,126.9229855187,2575171,,"관광,숙박",,,,,,[],
아름다운기억,강원특별자치도,37.8401830837,128.0095303711,900729,,"관광,숙박",,,,,,[],
아름다운바다콘도텔,강원특별자치도,38.1557495437,128.6088940916,2913626,,"관광,숙박",,,,,,[],
아름다운집,강원특별자치도,37.8289684533,127.6028871202,2913441,,"관광,숙박",,,,,,[],
아리네 게스트하우스,광주광역시,35.1416504368,126.9160162417,2548018,,"관광,숙박",,,,,,[],
아리랑힐 호텔 동대문,서울특별시,37.593726772,127.0167028794,2370202,,"관광,숙박",,,,,,[],
아리오,강원특별자치도,37.6434147618,128.3308016286,2761359,,"관광,숙박",,,,,,[],
아리하우스,서울특별시,37.560357891,126.9867926625,2569959,,"관광,숙박",,,,,,[],
아마레호텔,경기도,37.281403859,126.9707491862,2846969,,"관광,숙박",,,,,,[],
아만티호텔서울,서울특별시,37.5571903727,126.9187184009,2917245,,"관광,숙박",,,,,,[],
아망뜨펜션(제주),제주특별자치도,33.3060923857,126.806436338,733613,,"관광,숙박",,,,,,[],
아모렉스관광호텔,서울특별시,37.5636611567,127.0353298134,1323434,,"관광,숙박",,,,,,[],
아모르앤심포니호텔,경기도,37.2545060627,127.0753182266,2849901,,"관광,숙박",,,,,,[],
아몬드호텔,부산광역시,35.113810543,129.0406862085,2708693,,"관광,숙박",,,,,,[],
아미띠에펜션,강원특별자치도,37.2516128719,128.7733069336,138076,,"관광,숙박",,,,,,[],
아미부티크 호텔,경기도,37.2256043706,127.1042969637,3085019,,"관광,숙박",,,,,,[],
아바타 펜션,경기도,37.6179828948,127.3568462162,679125,,"관광,숙박",,,,,,[],
아산 웨스턴모텔,충청남도,36.8554672211,126.9852457507,2517013,,"관광,숙박",,,,,,[],
아쇼카펜션,강원특별자치도,38.0514548827,128.6884929008,2913834,,"관광,숙박",,,,,,[],
아우라 호텔,경기도,37.3079513939,126.8489206258,2861318,,"관광,숙박",,,,,,[],
아웃도어패밀리,강원특별자치도,38.043296537,128.20633135,138081,,"관광,숙박",,,,,,[],
아이비 스테이,경기도,37.2704945747,127.0023632875,2849935,,"관광,숙박",,,,,,[],
아이올라 2(아이올라 홍대 AIOLA Hongdae 爱游乐 弘大),서울특별시,37.5629953547,126.9243760548,2569224,,"관광,숙박",,,,,,[],
아이체크 현진호텔,강원특별자치도,37.5229910713,129.1176761553,3044613,,"관광,숙박",,,,,,[],
아일랜드캐슬,인천광역시,37.9672464866,124.7218346007,820165,,"관광,숙박",,,,,,[],
아침에새소리,강원특별자치도,37.6168791597,128.3421486243,2913639,,"관광,숙박",,,,,,[],
아침의 소리,강원특별자치도,37.598292457,128.3439934602,2761179,,"관광,숙박",,,,,,[],
아침의향기,제주특별자치도,33.2655961758,126.4144767725,985385,,"관광,숙박",,,,,,[],
아쿠아틱리조트,강원특별자치도,38.0449445466,127.6697079576,1266373,,"관광,숙박",,,,,,[],
아트인아일랜드,강원특별자치도,37.6210205587,128.3532697177,628176,,"관광,숙박",,,,,,[],
아폴로천문대펜션,강원특별자치도,38.1083996095,127.4438433755,2913802,,"관광,숙박",,,,,,[],
안개꽃필무렵,강원특별자치도,37.565609771,128.3252989047,2760372,,"관광,숙박",,,,,,[],
안개자니펜션,강원특별자치도,37.746027775,128.0322227959,138351,,"관광,숙박",,,,,,[],
안단테 북펜션,강원특별자치도,37.4304159585,128.2669109783,2759855,,"관광,숙박",,,,,,[],
안단테펜션,강원특별자치도,37.6448118224,128.3308210292,2761397,,"관광,숙박",,,,,,[],
안동 군자마을,경상북도,36.6737796646,128.8022020183,2598834,,"관광,숙박",,,,,,[],
안동고택 이상루,경상북도,36.634748453,128.6784947054,1883135,,"관광,숙박",,,,,,[],
안면도 노블레스펜션,충청남도,36.428878508,126.4073342844,972385,,"관광,숙박",,,,,,[],
안면도 지중해펜션,충청남도,36.5275992426,126.3341716398,907476,,"관광,숙박",,,,,,[],
안면도가족펜션 황토와통나무,충청남도,36.4174048749,126.4102093253,2375968,,"관광,숙박",,,,,,[],
안면도작은수해마을펜션,충청남도,36.6101957144,126.3590977786,2396807,,"관광,숙박",,,,,,[],
안성 프로방스 펜션,경기도,37.0546831416,127.4514481486,719305,,"관광,숙박",,,,,,[],
알멕스랜드,경기도,38.0731012751,127.0070316558,2594136,,"관광,숙박",,,,,,[],
알프스모텔,강원특별자치도,37.1731871612,128.9896704973,681597,,"관광,숙박",,,,,,[],
알프스비치,강원특별자치도,38.0215424252,128.7262792989,139820,,"관광,숙박",,,,,,[],
알프스온천모텔,울산광역시,35.5536063454,129.0796067849,820041,,"관광,숙박",,,,,,[],
알프스클럽,강원특별자치도,37.4948388678,128.2561878082,398170,,"관광,숙박",,,,,,[],
앙끄리에펜션,제주특별자치도,33.2632769775,126.4138213265,733622,,"관광,숙박",,,,,,[],
앙상블모텔,충청남도,36.4702501517,127.1289349493,495898,,"관광,숙박",,,,,,[],
애가Ⅱ,대구광역시,35.8732028547,128.589963068,2575756,,"관광,숙박",,,,,,[],
애견민박 멍집,충청남도,36.738710419,126.1352841129,2020385,,"관광,숙박",,,,,,[],
애비로드,강원특별자치도,37.4748022655,128.2546552095,2760305,,"관광,숙박",,,,,,[],
애월해안누리(구 하얀둥지),제주특별자치도,33.4705668076,126.3416562839,977101,,"관광,숙박",,,,,,[],
애플모텔,광주광역시,35.1520095234,126.8654010129,136422,,"관광,숙박",,,,,,[],
애플트리(Apple tree)(애플트리게스트하우스),서울특별시,37.5581512374,126.9111996144,2570447,,"관광,숙박",,,,,,[],
앨리게스트하우스,경상북도,35.8437511762,129.2147145529,2706685,,"관광,숙박",,,,,,[],
야우리펜션,충청남도,36.4132496764,126.4031322934,2376324,,"관광,숙박",,,,,,[],
약암홍염천관광호텔,경기도,37.6385855017,126.5522495862,142961,,"관광,숙박",,,,,,[],
양구콩세알민박(양구콩세알펜션),강원특별자치도,38.107054347,127.9849078969,2570378,,"관광,숙박",,,,,,[],
양덕드림빌 펜션,강원특별자치도,37.6138267865,127.7533769914,629262,,"관광,숙박",,,,,,[],
양소당,경상북도,36.5802355398,128.5468107666,1877312,,"관광,숙박",,,,,,[],
양양 스테이 프리덴,강원특별자치도,38.044894541,128.6888902912,139011,,"관광,숙박",,,,,,[],
양양국제공항호텔,강원특별자치도,38.0579949294,128.6442717036,2710709,,"관광,숙박",,,,,,[],
양양비치콘도,강원특별자치도,38.1083945647,128.6410537608,2907507,,"관광,숙박",,,,,,[],
양양해피플레이스,강원특별자치도,38.1416588123,128.5726755955,2913636,,"관광,숙박",,,,,,[],
양지민박,전북특별자치도,36.1178487145,125.9818667107,2390022,,"관광,숙박",,,,,,[],
양지펜션,경상남도,34.8032309456,128.4029139054,592257,,"관광,숙박",,,,,,[],
양참사댁(양동호 가옥 / 한옥152),전라남도,34.9843847639,126.911423348,2594831,,"관광,숙박",,,,,,[],
양평 오후다섯시[한국관광 품질인증/Korea Quality],경기도,37.4511945391,127.54329521,2950323,,"관광,숙박",,,,,,[],
양평밸리,경기도,37.5092847336,127.5271366653,1156406,,"관광,숙박",,,,,,[],
양평여울펜션,경기도,37.5312966537,127.5588664829,945157,,"관광,숙박",,,,,,[],
양평오즈펜션,경기도,37.6026685252,127.3852440755,912150,,"관광,숙박",,,,,,[],
어련당,울산광역시,35.5740924513,129.3503075669,2050197,,"관광,숙박",,,,,,[],
어름치펜션,강원특별자치도,37.2917399274,128.5410709995,2015628,,"관광,숙박",,,,,,[],
어반스테이플러스,충청남도,36.827003877,127.1445210519,2534236,,"관광,숙박",,,,,,[],
어반아일랜드호텔,제주특별자치도,33.4895893506,126.4947508744,3089195,,"관광,숙박",,,,,,[],
어반우드,서울특별시,37.5557184671,126.9268538117,2576511,,"관광,숙박",,,,,,[],
언노운호텔,전라남도,35.3201646838,126.9801894008,2707451,,"관광,숙박",,,,,,[],
언더힐펜션,강원특별자치도,37.5978841622,128.3435518456,3049903,,"관광,숙박",,,,,,[],
언덕위에 하얀집,경상남도,35.1613168126,127.9910016296,138701,,"관광,숙박",,,,,,[],
얼음골한옥펜션,경상남도,35.5982934067,128.9532971446,1882210,,"관광,숙박",,,,,,[],
엄둔가자화이트펜션,강원특별자치도,37.3396174204,128.2304336171,899898,,"관광,숙박",,,,,,[],
엄둔밸리 계곡펜션캠핑장,강원특별자치도,37.3099820345,128.2349007553,3072226,,"관광,숙박",,,,,,[],
에덴모텔,광주광역시,35.1620615106,126.8857878477,137748,,"관광,숙박",,,,,,[],
에델바이스,경기도,37.5147216049,127.6027963126,945085,,"관광,숙박",,,,,,[],
에버그린펜션,경상남도,34.7939477826,128.6645636135,2570382,,"관광,숙박",,,,,,[],
에버랜드 홈브리지,경기도,37.2893100954,127.2149184795,136639,,"관광,숙박",,,,,,[],
에브라임,강원특별자치도,37.5896512244,128.3142269614,2801071,,"관광,숙박",,,,,,[],
에스알호텔,경기도,37.5029772501,126.7640201407,2868984,,"관광,숙박",,,,,,[],
에스타시옹1913,전라남도,34.7836652663,126.3827221497,2707231,,"관광,숙박",,,,,,[],
에이스모텔,강원특별자치도,38.2268408186,128.5856912001,620477,,"관광,숙박",,,,,,[],
에이엠호텔,강원특별자치도,37.6710021996,128.7115164459,2759252,,"관광,숙박",,,,,,[],
에이원호텔 해도점,경상북도,36.0256890893,129.3682653116,2912841,,"관광,숙박",,,,,,[],
에이치모텔,경상북도,36.5492676358,128.7363864839,3049857,,"관광,숙박",,,,,,[],
에이치에비뉴 건대점,서울특별시,37.5460887604,127.0665830214,3091243,,"관광,숙박",,,,,,[],
에이치원호텔,광주광역시,35.1726908293,126.8836599917,3413550,,"관광,숙박",,,,,,[],
에코그린타운,경기도,37.2188505848,127.3137892909,691429,,"관광,숙박",,,,,,[],
에코랜드 호텔,제주특별자치도,33.4558430751,126.6681893538,2948165,,"관광,숙박",,,,,,[],
엔브릿지호텔,전북특별자치도,35.8099537505,127.152414284,3066567,,"관광,숙박",,,,,,[],
엔비치 모텔,경상북도,36.0582744849,129.3783329301,138215,,"관광,숙박",,,,,,[],
엔젤드림펜션,강원특별자치도,37.6277919353,128.3500003647,2499552,,"관광,숙박",,,,,,[],
엔트라호텔,서울특별시,37.524077103,127.0484852936,3080520,,"관광,숙박",,,,,,[],
엘도라도리조트 [우수숙박시설 굿스테이],전라남도,34.9645269531,126.1359479808,2399540,,"관광,숙박",,,,,,[],
엘도라도펜션,충청남도,36.6118304705,126.2906789209,642220,,"관광,숙박",,,,,,[],
엘르인호텔,서울특별시,37.54040717,126.9722167774,989821,,"관광,숙박",,,,,,[],
엘리시아,경상남도,35.5231168205,129.0103525782,139908,,"관광,숙박",,,,,,[],
엘리제모텔,부산광역시,35.1009951881,129.034017694,138575,,"관광,숙박",,,,,,[],
엘린호텔,제주특별자치도,33.4893532766,126.4954452638,2594519,,"관광,숙박",,,,,,[],
엘림마리나 & 리조트[한국관광 품질인증/Korea Quality],경상남도,34.8009999964,128.0527444941,2950477,,"관광,숙박",,,,,,[],
엘마 콘도텔,강원특별자치도,38.0211924946,128.7277597318,3049905,,"관광,숙박",,,,,,[],
엘솔펜션,강원특별자치도,37.2831758085,128.3301874197,575968,,"관광,숙박",,,,,,[],
엘스관광호텔,강원특별자치도,37.2275386036,128.8119042005,1294268,,"관광,숙박",,,,,,[],
엘스테이(Gangnam AN guesthouse),서울특별시,37.5048705253,127.0220687977,2570692,,"관광,숙박",,,,,,[],
엘시티 레지던스,부산광역시,35.1619491796,129.1683126815,2925797,,"관광,숙박",,,,,,[],
엠모텔,경기도,37.2653571305,126.5789519147,2016828,,"관광,숙박",,,,,,[],
엠블던호텔,경기도,37.3174194555,126.8328079386,2792906,,"관광,숙박",,,,,,[],
여기바다,경기도,37.2025445796,126.5567500982,2866334,,"관광,숙박",,,,,,[],
여느[한국관광 품질인증/Korea Quality],전라남도,35.2356047694,127.4639154933,2950195,,"관광,숙박",,,,,,[],
여락재,전라남도,34.7407284068,126.7184380198,2608081,,"관광,숙박",,,,,,[],
여로(산수동 한옥체험시설),광주광역시,35.1531798459,126.9251984745,2708324,,"관광,숙박",,,,,,[],
여림재펜션,전북특별자치도,35.7443566824,127.2117551665,2814991,,"관광,숙박",,,,,,[],
여수 베네치아 호텔앤리조트,전라남도,34.7458398082,127.7518721955,2700983,,"관광,숙박",,,,,,[],
여수 유탑 마리나 호텔&리조트,전라남도,34.744451054,127.7506417828,2823571,,"관광,숙박",,,,,,[],
여수한옥체험관,전라남도,34.7485512874,127.6300855578,2706514,,"관광,숙박",,,,,,[],
여우재산장,경기도,38.0509295572,127.3484843555,397700,,"관광,숙박",,,,,,[],
여울목펜션,강원특별자치도,38.0375092058,127.5152611711,1266236,,"관광,숙박",,,,,,[],
여천모텔,전라남도,34.757864701,127.6629879988,725524,,"관광,숙박",,,,,,[],
연경당,전라남도,35.0156899854,127.5859520697,1883086,,"관광,숙박",,,,,,[],
연모텔,경상북도,36.5659348037,128.7165210984,3049904,,"관광,숙박",,,,,,[],
연어의 고향 펜션,강원특별자치도,38.1092415716,128.635026503,138267,,"관광,숙박",,,,,,[],
연우당,전북특별자치도,35.8155864558,127.1531362943,2575760,,"관광,숙박",,,,,,[],
